"Date","Price","Open","High","Low","Vol.","Change %"
"2022-12-13","168.51","169.21","169.79","168.02","6.75M","1.71%"
"2022-12-12","165.68","166.44","166.60","165.43","3.50M","-0.83%"
"2022-12-09","167.06","167.26","168.09","166.60","5.43M","0.35%"
"2022-12-08","166.47","166.58","167.04","166.07","3.22M","0.08%"
"2022-12-07","166.33","165.47","166.64","165.32","4.61M","0.90%"
"2022-12-06","164.84","165.20","165.54","164.45","3.60M","0.27%"
"2022-12-05","164.39","166.55","166.72","164.32","5.44M","-1.72%"
"2022-12-02","167.26","166.18","167.47","165.76","5.19M","-0.35%"
"2022-12-01","167.84","167.48","167.95","166.98","8.63M","1.84%"
"2022-11-30","164.81","163.69","164.81","162.40","4.87M","1.28%"
"2022-11-29","162.73","162.70","163.63","162.60","2.62M","0.49%"
"2022-11-28","161.93","162.93","163.06","161.91","4.05M","-0.79%"
"2022-11-25","163.22","162.85","163.43","162.76","1.44M","0.09%"
"2022-11-23","163.08","161.69","163.24","161.56","4.17M","0.62%"
"2022-11-22","162.07","162.30","162.60","161.72","3.20M","0.12%"
"2022-11-21","161.88","162.44","162.50","161.28","4.77M","-0.56%"
"2022-11-18","162.79","163.38","163.69","162.68","4.32M","-0.69%"
"2022-11-17","163.92","163.79","164.11","163.40","4.58M","-0.73%"
"2022-11-16","165.12","165.41","165.71","164.83","3.65M","-0.23%"
"2022-11-15","165.50","165.27","166.23","164.56","9.90M","0.35%"
"2022-11-14","164.92","164.20","165.24","164.15","6.19M","0.22%"
"2022-11-11","164.56","163.91","164.58","163.42","4.62M","0.66%"
"2022-11-10","163.48","162.01","163.51","161.65","9.94M","3.04%"
"2022-11-09","158.65","159.36","160.35","158.45","6.04M","-0.50%"
"2022-11-08","159.45","155.99","159.87","155.98","11.30M","2.31%"
"2022-11-07","155.85","156.22","156.57","155.81","4.43M","-0.40%"
"2022-11-04","156.47","154.95","156.60","154.66","7.69M","3.07%"
"2022-11-03","151.81","150.70","151.96","150.57","5.38M","-0.38%"
"2022-11-02","152.39","154.16","155.42","152.26","7.22M","-0.70%"
"2022-11-01","153.46","153.82","153.98","152.87","4.60M","1.02%"
"2022-10-31","151.91","152.16","152.87","151.89","6.10M","-0.82%"
"2022-10-28","153.16","152.96","153.54","152.50","4.65M","-1.02%"
"2022-10-27","154.74","154.71","155.09","154.22","3.65M","-0.15%"
"2022-10-26","154.98","154.78","155.73","154.78","4.45M","0.64%"
"2022-10-25","154.00","153.96","154.79","153.83","3.43M","0.23%"
"2022-10-24","153.65","153.45","154.06","153.06","4.67M","-0.32%"
"2022-10-21","154.15","151.98","154.31","151.83","6.90M","1.78%"
"2022-10-20","151.45","151.92","153.23","151.27","5.02M","-0.16%"
"2022-10-19","151.69","152.09","152.49","151.54","8.26M","-1.34%"
"2022-10-18","153.75","154.08","154.24","153.24","4.53M","0.22%"
"2022-10-17","153.42","154.92","155.33","153.32","4.35M","0.29%"
"2022-10-14","152.98","154.02","154.20","152.72","5.47M","-1.25%"
"2022-10-13","154.91","153.48","155.73","152.92","7.08M","-0.69%"
"2022-10-12","155.99","155.51","156.29","155.26","4.00M","0.53%"
"2022-10-11","155.16","155.49","156.81","154.92","5.31M","-0.21%"
"2022-10-10","155.48","155.94","156.35","155.12","6.11M","-1.52%"
"2022-10-07","157.88","158.46","158.98","157.68","5.03M","-1.10%"
"2022-10-06","159.63","159.41","159.94","158.95","5.71M","-0.11%"
"2022-10-05","159.81","159.32","160.08","158.38","5.30M","-0.55%"
"2022-10-04","160.70","159.18","161.08","158.92","8.02M","1.43%"
"2022-10-03","158.43","155.44","158.48","155.23","10.36M","2.43%"
"2022-09-30","154.67","154.94","156.04","154.57","6.83M","0.01%"
"2022-09-29","154.66","154.14","155.03","153.16","6.32M","-0.02%"
"2022-09-28","154.69","153.20","154.88","152.93","8.98M","2.08%"
"2022-09-27","151.54","152.25","152.73","151.50","7.15M","0.20%"
"2022-09-26","151.23","153.22","153.51","151.03","8.24M","-1.16%"
"2022-09-23","153.01","153.90","154.00","152.64","9.60M","-1.73%"
"2022-09-22","155.70","156.26","156.48","155.31","5.98M","-0.06%"
"2022-09-21","155.79","155.97","157.25","154.01","7.82M","0.46%"
"2022-09-20","155.07","155.03","155.23","154.59","5.94M","-0.57%"
"2022-09-19","155.96","154.87","156.04","154.82","5.58M","0.08%"
"2022-09-16","155.84","154.66","156.56","154.34","7.14M","0.55%"
"2022-09-15","154.98","156.76","157.49","154.62","13.18M","-1.87%"
"2022-09-14","157.93","158.68","158.98","157.73","6.09M","-0.38%"
"2022-09-13","158.54","158.47","159.27","158.39","6.53M","-1.30%"
"2022-09-12","160.63","161.04","161.62","160.55","4.54M","0.51%"
"2022-09-09","159.82","159.72","160.24","159.41","3.93M","0.53%"
"2022-09-08","158.98","159.54","159.86","158.71","4.61M","-0.60%"
"2022-09-07","159.94","158.15","160.15","158.08","3.98M","1.02%"
"2022-09-06","158.33","159.17","159.46","158.32","4.86M","-0.58%"
"2022-09-02","159.26","159.35","160.06","159.14","5.20M","0.88%"
"2022-09-01","157.87","158.17","158.39","157.32","7.39M","-0.88%"
"2022-08-31","159.27","159.50","160.57","159.26","5.44M","-0.77%"
"2022-08-30","160.51","161.27","161.43","160.34","4.86M","-0.83%"
"2022-08-29","161.86","161.88","162.62","161.70","4.70M","0.06%"
"2022-08-26","161.76","163.12","163.61","161.55","6.69M","-1.22%"
"2022-08-25","163.75","163.97","163.99","163.24","2.86M","0.31%"
"2022-08-24","163.25","162.44","163.61","162.37","3.20M","0.29%"
"2022-08-23","162.77","161.96","163.43","161.91","4.43M","0.70%"
"2022-08-22","161.64","161.66","162.12","161.36","4.46M","-0.66%"
"2022-08-19","162.72","163.65","163.74","162.62","8.17M","-0.73%"
"2022-08-18","163.92","164.60","164.91","163.54","3.65M","-0.26%"
"2022-08-17","164.35","165.21","165.23","163.95","5.57M","-0.65%"
"2022-08-16","165.42","165.31","165.72","165.18","4.29M","-0.18%"
"2022-08-15","165.71","165.99","166.25","165.44","5.24M","-1.29%"
"2022-08-12","167.87","167.17","167.94","166.83","5.15M","0.92%"
"2022-08-11","166.34","167.16","167.66","166.31","4.45M","-0.26%"
"2022-08-10","166.78","167.39","167.98","166.62","4.08M","-0.25%"
"2022-08-09","167.20","167.48","167.80","166.82","3.21M","0.31%"
"2022-08-08","166.69","166.03","166.81","165.93","3.46M","0.85%"
"2022-08-05","165.29","164.99","165.84","164.87","6.02M","-1.12%"
"2022-08-04","167.17","165.53","167.31","165.34","5.50M","1.65%"
"2022-08-03","164.45","164.77","164.91","163.48","4.42M","0.24%"
"2022-08-02","164.05","165.66","166.46","164.02","5.73M","-0.59%"
"2022-08-01","165.03","164.98","165.41","164.41","4.67M","0.57%"
"2022-07-29","164.10","163.89","164.69","163.28","7.54M","0.28%"
"2022-07-28","163.64","163.31","163.76","162.88","5.61M","1.22%"
"2022-07-27","161.67","160.02","162.21","159.51","5.71M","1.02%"
"2022-07-26","160.04","160.23","160.50","159.79","2.67M","-0.12%"
"2022-07-25","160.23","160.64","160.70","159.81","3.71M","-0.27%"
"2022-07-22","160.67","160.55","162.13","160.35","5.73M","0.25%"
"2022-07-21","160.27","158.31","160.31","158.27","5.86M","1.41%"
"2022-07-20","158.04","159.71","159.82","158.02","4.80M","-0.94%"
"2022-07-19","159.54","159.47","159.87","159.33","3.80M","0.24%"
"2022-07-18","159.16","160.08","160.43","159.05","5.79M","0.09%"
"2022-07-15","159.01","159.01","159.25","158.35","6.78M","-0.20%"
"2022-07-14","159.33","159.02","159.83","158.22","12.21M","-1.40%"
"2022-07-13","161.60","160.10","162.71","160.06","8.46M","0.48%"
"2022-07-12","160.83","161.22","161.62","160.72","5.38M","-0.37%"
"2022-07-11","161.43","161.93","162.43","161.38","4.32M","-0.54%"
"2022-07-08","162.30","162.35","163.38","161.84","4.58M","0.04%"
"2022-07-07","162.23","162.43","163.04","162.06","4.59M","0.06%"
"2022-07-06","162.14","164.32","164.57","161.47","11.86M","-1.58%"
"2022-07-05","164.75","167.18","167.33","164.41","14.04M","-2.12%"
"2022-07-01","168.32","167.13","168.68","166.96","11.38M","-0.08%"
"2022-06-30","168.46","169.51","169.96","168.24","9.14M","-0.61%"
"2022-06-29","169.49","170.58","170.70","169.17","4.79M","-0.08%"
"2022-06-28","169.62","170.07","170.21","169.51","2.98M","-0.16%"
"2022-06-27","169.90","170.60","170.67","169.75","5.72M","-0.11%"
"2022-06-24","170.09","170.24","170.74","169.85","6.14M","-0.10%"
"2022-06-23","170.26","171.39","172.13","169.90","6.54M","-0.61%"
"2022-06-22","171.31","171.61","172.30","171.10","6.56M","0.40%"
"2022-06-21","170.63","171.06","171.91","170.47","5.61M","-0.37%"
"2022-06-17","171.27","172.15","172.30","170.97","7.41M","-0.82%"
"2022-06-16","172.69","170.56","172.77","170.17","8.82M","1.12%"
"2022-06-15","170.77","170.40","171.84","169.08","9.00M","1.31%"
"2022-06-14","168.57","169.61","169.73","168.30","7.35M","-0.80%"
"2022-06-13","169.93","171.18","171.34","169.61","13.27M","-2.64%"
"2022-06-10","174.54","170.89","174.94","170.46","16.86M","1.34%"
"2022-06-09","172.23","172.45","172.59","171.58","4.70M","-0.32%"
"2022-06-08","172.78","172.89","173.45","172.67","5.14M","-0.09%"
"2022-06-07","172.94","172.11","173.05","171.99","3.86M","0.65%"
"2022-06-06","171.82","172.81","172.89","171.65","3.77M","-0.44%"
"2022-06-03","172.58","173.53","173.96","172.25","5.52M","-1.02%"
"2022-06-02","174.35","173.66","174.45","173.49","5.62M","1.23%"
"2022-06-01","172.23","172.21","172.53","171.39","6.95M","0.64%"
"2022-05-31","171.14","172.71","173.07","171.08","6.24M","-0.99%"
"2022-05-27","172.85","173.49","173.52","172.64","3.85M","0.05%"
"2022-05-26","172.76","172.13","172.93","171.76","6.47M","-0.18%"
"2022-05-25","173.08","172.79","173.16","171.73","4.60M","-0.60%"
"2022-05-24","174.13","173.47","174.41","173.35","6.79M","0.75%"
"2022-05-23","172.83","173.13","173.38","172.28","5.52M","0.47%"
"2022-05-20","172.03","171.71","172.24","170.89","6.58M","0.07%"
"2022-05-19","171.91","171.55","172.52","170.89","10.58M","1.47%"
"2022-05-18","169.42","169.01","170.21","168.81","7.47M","0.05%"
"2022-05-17","169.33","170.44","170.53","169.14","6.44M","-0.63%"
"2022-05-16","170.40","168.43","170.43","168.34","7.32M","0.95%"
"2022-05-13","168.79","168.31","169.62","168.01","13.03M","-0.81%"
"2022-05-12","170.17","172.07","172.40","169.90","11.56M","-1.53%"
"2022-05-11","172.82","172.51","173.32","172.20","9.16M","0.82%"
"2022-05-10","171.42","173.80","173.96","171.20","11.00M","-0.84%"
"2022-05-09","172.88","174.27","174.27","172.79","10.74M","-1.45%"
"2022-05-06","175.42","175.39","176.56","174.86","7.64M","0.17%"
"2022-05-05","175.13","177.56","177.61","174.66","12.79M","-0.38%"
"2022-05-04","175.80","174.32","176.35","173.67","10.49M","0.98%"
"2022-05-03","174.09","173.89","175.21","173.85","7.21M","0.26%"
"2022-05-02","173.63","173.61","174.65","172.98","14.32M","-1.85%"
"2022-04-29","176.91","178.07","178.60","176.72","7.72M","-0.01%"
"2022-04-28","176.93","175.92","176.96","175.69","6.38M","0.54%"
"2022-04-27","175.98","176.46","176.64","175.50","8.85M","-0.76%"
"2022-04-26","177.32","177.95","178.30","176.91","9.04M","0.15%"
"2022-04-25","177.05","177.15","177.51","176.49","12.95M","-1.80%"
"2022-04-22","180.29","180.72","181.60","179.74","9.15M","-0.97%"
"2022-04-21","182.06","181.77","182.32","180.77","9.64M","-0.36%"
"2022-04-20","182.71","181.59","182.72","181.35","7.04M","0.49%"
"2022-04-19","181.82","183.19","183.65","181.33","12.38M","-1.51%"
"2022-04-18","184.61","185.95","186.10","184.39","8.89M","0.31%"
"2022-04-14","184.04","184.28","184.41","182.88","11.57M","-0.33%"
"2022-04-13","184.65","184.50","184.94","184.13","8.63M","0.48%"
"2022-04-12","183.77","184.04","184.64","182.96","11.97M","0.77%"
"2022-04-11","182.37","183.17","183.33","181.11","10.02M","0.50%"
"2022-04-08","181.47","180.52","181.82","180.52","10.66M","0.63%"
"2022-04-07","180.34","179.87","180.88","179.80","10.12M","0.38%"
"2022-04-06","179.66","179.78","180.31","178.70","8.94M","0.23%"
"2022-04-05","179.24","180.91","181.49","178.93","10.79M","-0.63%"
"2022-04-04","180.37","180.24","180.81","179.58","7.01M","0.48%"
"2022-04-01","179.50","179.55","180.46","178.98","13.03M","-0.64%"
"2022-03-31","180.65","180.91","181.96","180.56","9.68M","0.04%"
"2022-03-30","180.58","179.76","180.92","179.68","8.26M","0.80%"
"2022-03-29","179.14","177.02","179.33","176.69","10.16M","0.04%"
"2022-03-28","179.06","180.38","181.32","178.85","9.33M","-1.82%"
"2022-03-25","182.38","181.81","183.13","181.35","7.91M","-0.41%"
"2022-03-24","183.13","182.35","183.51","181.77","10.51M","0.73%"
"2022-03-23","181.81","180.29","181.89","179.76","12.53M","1.37%"
"2022-03-22","179.36","179.60","179.71","178.32","9.62M","-0.73%"
"2022-03-21","180.67","179.33","181.29","179.32","10.58M","0.76%"
"2022-03-18","179.30","179.93","180.93","179.04","14.00M","-0.88%"
"2022-03-17","180.89","181.16","182.03","180.65","10.89M","0.49%"
"2022-03-16","180.01","179.13","180.12","176.87","17.38M","0.63%"
"2022-03-15","178.89","179.10","180.27","178.01","16.94M","-1.87%"
"2022-03-14","182.30","183.03","183.29","181.95","13.19M","-1.51%"
"2022-03-11","185.09","183.74","185.78","183.44","14.82M","-0.70%"
"2022-03-10","186.40","186.88","187.38","184.99","17.55M","0.31%"
"2022-03-09","185.82","186.04","187.23","184.76","26.80M","-2.97%"
"2022-03-08","191.51","188.35","193.30","188.26","47.26M","2.74%"
"2022-03-07","186.41","184.45","186.64","184.22","26.97M","1.49%"
"2022-03-04","183.68","182.11","183.98","181.36","22.41M","1.59%"
"2022-03-03","180.80","179.96","181.30","179.50","15.16M","0.60%"
"2022-03-02","179.73","180.13","180.71","178.79","19.62M","-1.04%"
"2022-03-01","181.62","179.05","181.76","179.03","21.67M","1.82%"
"2022-02-28","178.38","178.86","178.99","176.50","15.98M","1.04%"
"2022-02-25","176.55","176.42","176.79","175.79","11.53M","-0.33%"
"2022-02-24","177.14","182.59","182.60","175.27","32.37M","-0.65%"
"2022-02-23","178.29","177.39","178.39","177.36","11.67M","0.45%"
"2022-02-22","177.49","177.67","178.07","176.82","14.81M","0.21%"
"2022-02-18","177.12","177.07","177.25","176.51","12.76M","-0.07%"
"2022-02-17","177.25","176.70","177.53","176.39","18.56M","1.37%"
"2022-02-16","174.86","173.49","174.86","173.48","12.70M","1.03%"
"2022-02-15","173.08","173.10","173.34","172.39","12.39M","-0.95%"
"2022-02-14","174.74","173.78","175.00","173.68","13.38M","0.54%"
"2022-02-11","173.81","170.75","174.20","170.71","25.74M","1.91%"
"2022-02-10","170.56","170.52","171.99","170.46","10.51M","-0.38%"
"2022-02-09","171.21","170.68","171.42","170.55","7.77M","0.34%"
"2022-02-08","170.63","170.10","170.78","169.95","5.80M","0.31%"
"2022-02-07","170.11","169.45","170.30","169.19","7.76M","0.74%"
"2022-02-04","168.86","168.04","169.10","167.99","9.62M","0.15%"
"2022-02-03","168.60","168.31","168.82","167.03","10.61M","-0.14%"
"2022-02-02","168.84","168.34","169.12","168.15","8.95M","0.36%"
"2022-02-01","168.23","168.57","168.85","167.87","9.73M","0.08%"
"2022-01-31","168.09","167.79","168.14","167.46","8.33M","0.59%"
"2022-01-28","167.10","166.56","167.46","166.37","9.78M","-0.30%"
"2022-01-27","167.60","168.02","169.09","167.32","15.58M","-1.29%"
"2022-01-26","169.79","171.39","171.73","169.48","17.63M","-1.62%"
"2022-01-25","172.58","171.95","173.15","171.77","16.94M","0.32%"
"2022-01-24","172.03","171.78","172.14","170.85","14.99M","0.55%"
"2022-01-21","171.09","172.04","172.12","170.74","10.98M","-0.33%"
"2022-01-20","171.65","172.31","172.60","171.59","9.49M","-0.25%"
"2022-01-19","172.08","170.39","172.19","170.20","15.73M","1.59%"
"2022-01-18","169.39","169.64","170.01","169.09","9.10M","-0.17%"
"2022-01-14","169.67","170.22","170.56","169.48","7.87M","-0.29%"
"2022-01-13","170.16","170.09","170.22","169.27","6.65M","-0.34%"
"2022-01-12","170.74","170.19","170.75","170.01","6.18M","0.26%"
"2022-01-11","170.29","168.44","170.31","168.37","8.32M","1.21%"
"2022-01-10","168.26","167.36","168.30","167.31","6.84M","0.30%"
"2022-01-07","167.75","167.37","168.01","166.86","8.19M","0.46%"
"2022-01-06","166.99","167.16","167.75","166.86","10.50M","-1.22%"
"2022-01-05","169.06","170.62","170.93","168.90","8.58M","-0.30%"
"2022-01-04","169.57","168.90","169.72","168.73","6.93M","0.74%"
"2022-01-03","168.33","168.86","169.01","168.00","8.91M","-1.54%"
"2021-12-31","170.96","170.53","171.04","170.04","7.04M","0.68%"
"2021-12-30","169.80","168.43","169.81","168.37","5.42M","0.72%"
"2021-12-29","168.59","167.36","168.69","167.28","5.88M","-0.03%"
"2021-12-28","168.64","169.33","169.65","168.62","4.47M","-0.43%"
"2021-12-27","169.37","168.96","169.42","168.78","4.48M","0.24%"
"2021-12-23","168.97","168.69","169.16","168.01","4.55M","0.23%"
"2021-12-22","168.59","167.58","168.64","167.11","4.63M","0.94%"
"2021-12-21","167.02","167.69","167.78","166.74","4.45M","-0.04%"
"2021-12-20","167.09","167.88","168.00","167.06","6.87M","-0.42%"
"2021-12-17","167.80","168.73","169.13","167.78","9.87M","-0.21%"
"2021-12-16","168.16","167.01","168.18","166.94","11.04M","1.21%"
"2021-12-15","166.15","165.27","166.40","163.80","14.21M","0.43%"
"2021-12-14","165.44","165.34","166.14","165.16","8.58M","-0.93%"
"2021-12-13","167.00","166.90","167.26","166.67","6.46M","0.25%"
"2021-12-10","166.58","166.72","166.91","166.18","6.45M","0.42%"
"2021-12-09","165.88","166.54","166.58","165.65","4.91M","-0.61%"
"2021-12-08","166.90","166.51","166.96","166.28","4.25M","0.05%"
"2021-12-07","166.81","166.20","167.08","166.18","4.59M","0.35%"
"2021-12-06","166.22","166.14","166.80","165.93","4.81M","-0.25%"
"2021-12-03","166.63","165.49","166.93","165.00","9.51M","0.84%"
"2021-12-02","165.24","165.93","165.93","164.63","9.60M","-0.55%"
"2021-12-01","166.16","166.79","167.47","166.06","7.83M","0.40%"
"2021-11-30","165.50","167.84","169.01","165.37","12.93M","-0.67%"
"2021-11-29","166.62","166.83","167.24","166.51","7.39M","-0.14%"
"2021-11-26","166.85","168.60","168.64","166.37","9.60M","-0.16%"
"2021-11-24","167.12","166.58","167.44","166.32","5.36M","-0.10%"
"2021-11-23","167.28","167.24","167.59","166.55","8.05M","-0.87%"
"2021-11-22","168.74","169.82","170.43","168.44","13.10M","-2.24%"
"2021-11-19","172.61","173.69","174.10","172.24","8.79M","-0.76%"
"2021-11-18","173.94","173.96","174.36","173.53","6.25M","-0.32%"
"2021-11-17","174.50","174.24","174.60","173.89","6.47M","0.91%"
"2021-11-16","172.92","174.00","174.47","172.87","8.67M","-0.72%"
"2021-11-15","174.18","174.13","174.58","173.70","5.63M","-0.15%"
"2021-11-12","174.45","173.51","174.67","173.40","7.89M","0.19%"
"2021-11-11","174.12","173.98","174.27","173.74","5.94M","0.56%"
"2021-11-10","173.15","173.65","174.64","172.13","11.46M","1.09%"
"2021-11-09","171.29","170.74","171.30","170.16","5.78M","0.49%"
"2021-11-08","170.45","170.42","170.69","170.06","4.97M","0.36%"
"2021-11-05","169.84","168.42","169.94","167.85","9.37M","1.31%"
"2021-11-04","167.65","167.51","168.14","167.38","6.66M","1.13%"
"2021-11-03","165.77","165.29","165.93","164.43","9.06M","-0.83%"
"2021-11-02","167.16","167.43","167.62","166.97","3.76M","-0.21%"
"2021-11-01","167.52","167.40","167.84","166.91","4.98M","0.52%"
"2021-10-29","166.65","166.29","166.73","165.64","7.53M","-0.85%"
"2021-10-28","168.08","169.01","169.25","167.55","7.00M","-0.02%"
"2021-10-27","168.12","167.72","168.19","166.86","5.82M","0.26%"
"2021-10-26","167.68","167.87","167.87","166.63","6.66M","-0.74%"
"2021-10-25","168.93","168.69","169.20","168.54","4.88M","0.69%"
"2021-10-22","167.77","168.67","169.54","166.67","10.70M","0.61%"
"2021-10-21","166.75","166.69","166.94","166.25","4.41M","-0.09%"
"2021-10-20","166.90","166.15","167.11","165.93","5.02M","0.88%"
"2021-10-19","165.45","166.50","166.50","165.21","6.59M","0.32%"
"2021-10-18","164.92","165.42","165.59","164.81","4.03M","-0.25%"
"2021-10-15","165.33","165.39","166.09","165.10","8.70M","-1.59%"
"2021-10-14","168.00","168.20","168.22","167.72","5.08M","0.24%"
"2021-10-13","167.59","165.28","167.92","165.28","11.12M","1.78%"
"2021-10-12","164.66","164.58","165.43","164.32","5.45M","0.45%"
"2021-10-11","163.92","164.07","164.58","163.92","3.82M","-0.19%"
"2021-10-08","164.23","166.32","166.42","164.13","8.54M","0.04%"
"2021-10-07","164.16","164.02","164.85","163.97","4.79M","-0.53%"
"2021-10-06","165.03","164.28","165.05","164.16","6.07M","0.27%"
"2021-10-05","164.59","163.94","164.85","163.49","5.62M","-0.47%"
"2021-10-04","165.36","163.70","165.53","163.49","7.65M","0.47%"
"2021-10-01","164.59","164.27","164.96","163.88","6.65M","0.23%"
"2021-09-30","164.22","162.65","164.95","162.36","10.57M","1.80%"
"2021-09-29","161.32","162.32","162.73","160.98","8.36M","-0.45%"
"2021-09-28","162.05","162.76","162.80","161.74","9.28M","-0.97%"
"2021-09-27","163.64","163.85","164.36","163.52","4.94M","0.21%"
"2021-09-24","163.30","163.00","164.00","162.74","6.94M","-0.13%"
"2021-09-23","163.51","164.09","164.20","163.27","8.45M","-1.15%"
"2021-09-22","165.42","165.92","167.14","165.05","9.78M","-0.37%"
"2021-09-21","166.04","165.79","166.62","165.52","7.18M","0.67%"
"2021-09-20","164.94","164.27","165.26","164.08","7.57M","0.71%"
"2021-09-17","163.77","163.86","164.32","163.40","8.37M","-0.16%"
"2021-09-16","164.03","164.35","164.44","163.24","11.78M","-2.26%"
"2021-09-15","167.83","168.13","168.35","167.46","5.62M","-0.59%"
"2021-09-14","168.82","168.25","169.16","167.50","7.92M","0.64%"
"2021-09-13","167.74","167.49","168.20","167.41","5.47M","0.33%"
"2021-09-10","167.18","167.81","168.08","167.15","7.43M","-0.51%"
"2021-09-09","168.03","168.18","168.28","166.85","6.64M","0.44%"
"2021-09-08","167.29","168.00","168.07","166.74","6.58M","-0.25%"
"2021-09-07","167.71","169.51","169.78","167.64","10.01M","-1.96%"
"2021-09-03","171.06","170.59","171.55","170.15","8.35M","1.07%"
"2021-09-02","169.25","169.54","169.62","168.84","4.60M","-0.27%"
"2021-09-01","169.70","169.93","169.99","169.16","4.76M","0.01%"
"2021-08-31","169.69","169.25","169.89","168.75","6.34M","0.20%"
"2021-08-30","169.35","169.68","169.83","169.09","3.77M","-0.49%"
"2021-08-27","170.19","167.58","170.19","166.87","10.04M","1.50%"
"2021-08-26","167.67","167.26","168.20","166.83","4.37M","0.11%"
"2021-08-25","167.48","167.81","167.92","166.76","5.59M","-0.69%"
"2021-08-24","168.65","169.04","169.27","168.53","4.52M","-0.05%"
"2021-08-23","168.73","168.85","168.90","167.96","8.19M","1.22%"
"2021-08-20","166.70","166.80","167.14","166.36","7.15M","0.05%"
"2021-08-19","166.61","167.26","167.29","166.17","6.93M","-0.29%"
"2021-08-18","167.10","167.20","167.50","166.26","7.70M","0.08%"
"2021-08-17","166.97","167.30","167.71","166.56","7.11M","-0.15%"
"2021-08-16","167.22","166.74","167.39","166.61","7.78M","0.50%"
"2021-08-13","166.39","165.02","166.46","164.89","7.47M","1.43%"
"2021-08-12","164.04","163.62","164.10","162.96","5.22M","0.02%"
"2021-08-11","164.00","163.14","164.15","162.68","7.38M","1.38%"
"2021-08-10","161.77","161.36","162.11","160.71","6.87M","0.03%"
"2021-08-09","161.72","164.64","164.64","161.28","11.55M","-1.77%"
"2021-08-08","164.64","164.64","164.64","164.64","","0.00%"
"2021-08-07","164.64","164.64","164.64","164.64","","0.00%"
"2021-08-06","164.64","165.77","165.91","164.56","13.55M","-2.50%"
"2021-08-05","168.86","169.31","169.42","168.22","7.89M","-0.40%"
"2021-08-04","169.53","171.28","171.40","169.01","9.80M","0.02%"
"2021-08-03","169.49","169.42","169.83","169.22","5.40M","-0.07%"
"2021-08-02","169.61","169.33","170.24","169.10","10.78M","-0.12%"
"2021-07-30","169.82","170.76","170.99","169.38","7.39M","-0.79%"
"2021-07-29","171.17","170.70","171.51","170.70","8.12M","1.11%"
"2021-07-28","169.29","168.23","169.37","167.80","7.91M","0.50%"
"2021-07-27","168.44","168.70","168.90","167.95","6.30M","0.17%"
"2021-07-26","168.16","168.62","168.86","168.09","5.23M","-0.24%"
"2021-07-23","168.56","168.50","168.88","167.95","5.83M","-0.31%"
"2021-07-22","169.09","168.49","169.19","168.06","4.79M","0.20%"
"2021-07-21","168.76","168.33","169.00","168.14","4.62M","-0.37%"
"2021-07-20","169.39","170.51","170.80","168.92","6.54M","-0.13%"
"2021-07-19","169.61","169.51","169.91","168.89","6.71M","0.12%"
"2021-07-16","169.41","170.67","170.94","169.28","9.46M","-0.97%"
"2021-07-15","171.07","170.85","171.28","170.35","6.52M","0.02%"
"2021-07-14","171.04","170.88","171.04","170.28","8.83M","1.08%"
"2021-07-13","169.22","169.54","169.90","168.93","7.04M","0.13%"
"2021-07-12","169.00","168.67","169.15","167.67","7.32M","-0.12%"
"2021-07-09","169.21","168.85","169.62","168.66","5.00M","0.33%"
"2021-07-08","168.65","169.81","169.84","167.97","7.24M","-0.07%"
"2021-07-07","168.76","168.74","169.22","168.19","7.11M","0.38%"
"2021-07-06","168.12","167.29","169.63","167.29","7.93M","0.50%"
"2021-07-05","167.29","167.29","167.29","167.29","","0.00%"
"2021-07-04","167.29","167.29","167.29","167.29","","0.00%"
"2021-07-03","167.29","167.29","167.29","167.29","","0.00%"
"2021-07-02","167.29","167.35","167.71","166.40","7.87M","0.66%"
"2021-07-01","166.20","166.69","166.87","165.52","7.43M","0.34%"
"2021-06-30","165.63","164.55","166.09","164.31","7.96M","0.49%"
"2021-06-29","164.83","164.34","165.28","164.01","7.45M","-1.05%"
"2021-06-28","166.58","166.60","166.90","166.36","6.51M","-0.01%"
"2021-06-25","166.59","167.46","167.52","166.29","7.47M","0.33%"
"2021-06-24","166.04","166.99","167.23","166.02","6.90M","-0.06%"
"2021-06-23","166.14","167.00","168.01","165.98","8.47M","-0.07%"
"2021-06-22","166.25","166.39","166.91","166.02","7.22M","-0.42%"
"2021-06-21","166.95","166.52","167.22","166.00","8.37M","1.22%"
"2021-06-18","164.93","166.16","166.69","164.93","15.74M","-0.55%"
"2021-06-17","165.85","166.85","167.60","165.44","27.23M","-3.07%"
"2021-06-16","171.11","173.95","174.39","171.05","16.92M","-1.69%"
"2021-06-15","174.05","174.76","174.90","173.35","7.55M","-0.38%"
"2021-06-14","174.71","173.16","175.06","172.95","7.73M","-0.59%"
"2021-06-11","175.74","176.33","176.57","175.48","7.84M","-1.13%"
"2021-06-10","177.74","176.70","177.85","176.48","9.90M","0.43%"
"2021-06-09","176.98","177.38","177.80","176.78","6.35M","-0.19%"
"2021-06-08","177.32","177.23","177.54","176.37","5.91M","-0.31%"
"2021-06-07","177.87","176.96","177.90","176.63","7.71M","0.40%"
"2021-06-04","177.16","176.65","177.57","176.61","8.38M","1.08%"
"2021-06-03","175.27","175.83","175.83","174.66","10.15M","-1.96%"
"2021-06-02","178.77","178.34","178.78","177.97","6.61M","0.49%"
"2021-06-01","177.90","178.76","178.85","177.19","9.14M","-0.27%"
